instrument_id,fitch_idr,fitch_rating_basis,fitch_industry,fitch_recovery,fitch_recovery_basis,source_reference
SYN-LN-00244,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00245,BB+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00246,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00247,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00248,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00249,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00250,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00251,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00252,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00253,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00254,B-,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Switzerland Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00255,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00256,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00257,BB-,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Germany Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00258,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00259,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00260,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Australia Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00261,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00262,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00263,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00264,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00265,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00266,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00267,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00268,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00269,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00270,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00271,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00272,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00273,BBB+,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Luxembourg Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00274,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00275,B-,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United Kingdom Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00276,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00277,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00278,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00279,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00280,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00281,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00282,B-,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Luxembourg Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
